Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Month
85,5,5.2,60,2,2000,-1.9,0,0,0,3
86,2,-4.7,33,0.1,2000,-18.5,0,0,0,2
86,4,15.7,79,1.2,628,12,0,0,0,4
86,16,19.5,80,1.2,553,15.9,0.53,0.4,0,5
87,1,-10.9,36,3.3,2000,-23,0,0,0,2
87,4,8.8,65,2.5,2000,2.5,0,0,0,4
88,8,3,94,0.3,444,2.1,0.01,0,0,3
88,5,2.5,76,0.7,544,-1.3,0,0,0,3
88,4,6.2,59,0.8,493,-1.2,0,0,0,3
89,8,-5,55,1,2000,-12.6,0,0,0,1
89,2,-10.9,57,2.7,1900,-17.7,0,0,0,1
89,4,-0.7,65,0.6,1226,-6.4,0,0,0,1
89,1,-15,31,2.5,2000,-28.3,0,0,0.9,1
89,23,-14.4,38,2.7,1738,-25.6,0,0,0.3,1
90,0,-14.6,34,3.9,2000,-27,0,0,0.9,1
90,10,-14.5,24,4.6,1902,-30.6,0.61,0,0.9,1
90,1,-10.5,48,3.1,2000,-19.4,0,0,0,2
90,3,8.5,96,0.4,238,7.8,0,0.1,0,3
90,4,5.3,82,1,200,2.4,0,0,0,3
90,4,1.7,51,1.3,2000,-7.3,0,0,0,4
91,23,-10,48,2.6,2000,-18.9,0,0,0,2
91,23,-7,49,3.4,1984,-15.9,0,0,0,2
91,4,0.9,81,0.6,620,-1.9,0,0,0,3
91,6,6.5,88,1.2,417,4.6,0,0.2,0,3
91,5,0.7,96,1,206,0.1,0,0,0,4
92,6,-14.9,45,2.3,2000,-24.2,0,0,0,1
92,22,-9.7,45,3,2000,-19.4,0,0,0,2
92,6,-13.2,50,0.5,1873,-21.4,0,0,0,2
92,23,-2.5,31,1.4,1996,-17.3,0,0,0,2
92,8,-4.8,31,0.8,2000,-19.3,0.02,0,0,2
92,3,1.6,97,2.3,469,1.1,0,0.1,0,3
92,3,2.7,55,1.5,1989,-5.4,0,0,0,3
92,5,4.1,42,3.1,2000,-7.6,0,0,0,3
92,4,2,80,0.8,474,-1,0,0,0,3
93,3,-0.6,43,1.7,1316,-11.6,0,0,0,1
93,1,-15.3,34,1.7,2000,-27.6,0,0,0.5,1
93,11,-15.6,31,3.3,1808,-28.9,0.93,0,0.5,1
93,2,-7,42,1.6,2000,-17.7,0,0,0,2
93,11,1,25,1.4,1782,-16.8,1.7,0,0,2
93,4,0.6,43,0.9,1599,-10.5,0,0,0,3
93,2,5.4,95,1.5,89,4.6,0,0,0,3
93,20,2.7,90,1.5,639,1.2,0,0,0,4
93,4,18.4,81,0.4,300,15,0,0,0,5
94,1,-15.1,43,0.8,1905,-24.9,0,0,0.3,1
94,6,-10.9,43,1,1967,-21,0,0,0,1
94,6,-11.2,53,0.9,2000,-18.9,0,0,0,1
94,16,-2.2,76,1.7,233,-5.8,0.25,0,0,1
94,6,-12.5,40,3.4,1991,-23.3,0,0,0,2
94,7,19.4,97,0.9,272,18.9,0,13.5,0,6
95,3,3.6,74,1.7,273,-0.6,0,0,0,1
95,6,-8.1,59,0.7,1915,-14.7,0,0,1.6,2
95,1,-7,38,2.6,2000,-18.9,0,0,0,2
95,2,8.3,95,0.3,243,7.5,0,0,0,3
95,2,2.7,46,0.4,1363,-7.7,0,0,0,3
95,3,4.7,44,3.8,2000,-6.5,0,0,0,3
95,5,2.2,79,0.8,553,-1,0,0,0,3
95,4,7.8,70,0.3,395,2.6,0,0,0,3
95,10,7.1,87,2.9,2000,5,0.15,0,0,4
96,0,-5.3,77,3.8,894,-8.7,0,0,1,1
96,10,-16.5,33,3.4,1703,-29,0.62,0,0.5,1
96,10,-12.3,35,0.6,1497,-24.6,0.6,0,0.3,1
96,1,-1.6,81,1.1,1141,-4.4,0,0,3.5,1
96,1,-12.3,47,1.9,1837,-21.3,0,0,0,2
96,6,-7.1,70,1,1977,-11.6,0,0,0,2
96,5,12.3,65,0.5,1085,5.8,0,0,0,4
97,1,-0.2,32,0.7,2000,-14.9,0,0,0,1
97,9,-12.4,51,3.8,1415,-20.4,0.38,0,0,2
97,7,1.6,81,1.4,393,-1.3,0,0,0,2
97,5,2.5,63,1.3,1987,-3.8,0,0,0,3
97,5,6.8,56,0.9,570,-1.3,0,0,0,3
97,2,2.2,88,0.5,508,0.4,0,0,0,4
97,9,22.8,93,3.1,569,21.6,0.06,4,0,5
98,0,-10.3,54,2.4,1988,-17.8,0,0,0,1
98,0,-10.4,49,2.4,2000,-19,0,0,0,2
98,20,-8.2,28,3.5,2000,-23.5,0,0,0,2
98,9,-6.5,26,2.4,1874,-22.8,0.64,0,0,2
98,5,5.4,97,1.5,38,4.9,0,0,0,3
98,4,7.5,53,1,1701,-1.4,0,0,0,4
99,1,-13.7,47,3,2000,-22.6,0,0,0,1
99,23,-9.4,41,1.6,2000,-20.2,0,0,0,1
99,6,-9.3,61,0.7,1684,-15.4,0,0,0,2
99,0,-3.6,33,1.7,2000,-17.5,0,0,0,2
99,21,7.3,96,1.5,749,6.6,0,1,0,4
100,0,-1.2,67,4.6,983,-6.5,0,0,1,1
100,1,-10.6,55,2.9,1987,-17.9,0,0,0,1
100,18,-2.3,91,0.4,202,-3.5,0,1.4,2,1
100,9,3.4,90,1.5,386,1.9,0.21,0.5,0,3
100,6,19.5,95,1.4,179,18.6,0,1.5,0,6
101,7,0.2,60,0.3,1145,-6.6,0,0,0,1
101,3,1.1,65,1,1596,-4.7,0,0,0,2
101,1,-1.4,42,1.1,1805,-12.6,0,0,0,2
101,6,0.9,52,1.1,2000,-7.8,0,0,0,4
102,3,-4.8,56,0.6,1505,-12.2,0,0,0,1
102,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,1
102,10,-2.3,63,1.7,1286,-8.4,0.22,0,3.2,1
102,2,-5.7,59,0.3,1951,-12.4,0,0,0,2
102,3,1.1,44,1,1128,-9.8,0,0,0,2
102,3,6.1,67,2.6,2000,0.4,0,0,0,3
102,4,7.5,48,1,1458,-2.8,0,0,0,4
102,6,5.6,85,1.2,769,3.2,0,0,0,4
102,7,17.6,94,0.5,166,16.6,0,1,0,5
102,16,22.9,95,0.4,385,22,0.31,0,0,5
103,3,-5.6,56,1,1367,-13,0,0,0,1
103,21,-7.9,35,2.6,1878,-20.7,0,0,0,1
103,23,-7.6,42,1.2,1760,-18.3,0,0,0,1
103,1,-7.5,45,2.4,1853,-17.4,0,0,0,1
103,2,-5.5,53,2.1,1980,-13.5,0,0,1.6,2
103,10,-11.2,43,3.5,1359,-21.3,1.04,0,0,2
103,2,-8.3,65,0.4,1750,-13.7,0,0,0,2
103,22,-5.8,57,3.2,1980,-12.9,0,0,0,2
103,0,-7.7,52,3.2,1982,-15.8,0,0,0,2
103,10,-4.3,21,1.4,1908,-23.4,1.34,0,0,2
103,1,-4.4,33,1.4,2000,-18.2,0,0,0,2
103,3,-1.3,42,0.8,1648,-12.5,0,0,0,2
103,3,5.5,62,0.6,722,-1.2,0,0,0,3
103,4,1.3,61,0.7,2000,-5.4,0,0,0,3
103,16,19.1,52,0.9,1583,9,0.37,0,0,4
104,9,-7.8,41,1.8,1923,-18.7,0.17,0,0,1
104,4,10.6,77,0.9,422,6.7,0,0,0,3
105,7,-6.6,65,1,1320,-12,0,0,0,1
105,0,-13.6,49,1.6,2000,-22,0,0,0,1
105,10,-15.3,33,2.4,2000,-27.9,0.56,0,0.6,1
105,9,-15.1,49,1.1,1401,-23.4,0.2,0,0.3,1
105,22,-7.9,40,2.5,1997,-19.1,0,0,0,1
105,0,-3.3,35,1.8,1977,-16.6,0,0,0,2
105,2,-2.9,31,1.6,1931,-17.7,0,0,0,2
105,3,2.7,75,0.7,417,-1.2,0,0,0,3
105,4,7.2,49,0.8,1546,-2.8,0,0,0,4
106,10,-5.5,72,0.7,1354,-9.7,0.29,0,0.6,1
106,23,-14.3,38,4,2000,-25.5,0,0,0.9,1
106,21,-7.3,34,3.5,2000,-20.5,0,0,0,1
106,23,-11.8,46,1.1,1860,-21.1,0,0,0,2
106,2,-6,58,2,2000,-12.9,0,0,0,2
106,5,3.3,53,0.4,1208,-5.3,0,0,0,3
106,4,5.6,55,0.4,1115,-2.7,0,0,0,3
106,5,12.7,83,0.8,392,9.8,0,0,0,3
107,1,-1.9,69,5,791,-6.8,0,0,1,1
107,6,2.2,82,2,211,-0.5,0,0,0,1
107,2,-1.5,63,1,380,-7.6,0,0,0,1
107,3,-2,60,0.5,474,-8.7,0,0,0,1
107,21,-9.1,38,2.7,2000,-20.8,0,0,0,2
107,21,-8.9,35,3.2,2000,-21.6,0,0,0,2
107,2,-5.1,47,0.9,1460,-14.6,0,0,0,2
107,3,1.3,87,1.7,822,-0.6,0,0,0,3
107,5,10.2,80,0.8,366,6.8,0,0,0,3
107,3,6.4,67,1.4,1668,0.7,0,0,0,4
108,1,-2.1,56,0.8,1732,-9.7,0,0,0,1
108,22,-14.6,40,1.8,1746,-25.2,0,0,0.3,1
108,0,-10,34,1.1,2000,-22.9,0,0,0,1
108,6,1.1,66,0.9,1550,-4.5,0,0,0,2
108,7,0.6,86,1.6,211,-1.4,0,0,0,2
108,1,-4.6,52,2.1,1372,-12.9,0,0,0,3
108,5,9.8,73,0.8,1098,5.1,0,0,0,3
108,6,1.7,58,3.8,1189,-5.6,0,0,0,4
109,1,0.9,42,0.2,1333,-10.5,0,0,0,1
109,20,-8.5,31,4.1,2000,-22.6,0,0,0,2
109,6,-9.5,36,1.5,2000,-21.8,0,0,0,2
109,6,0.8,63,1,2000,-5.4,0,0,0,3
109,4,12.8,81,0.2,418,9.6,0,0,0,3
109,4,7,87,1.3,2000,4.9,0,0,0,5
110,2,-5.5,43,2,2000,-16.1,0,0,0,1
110,6,-11.5,40,2.3,2000,-22.4,0,0,0,2
110,5,8,63,0.8,439,1.3,0,0,0,3
110,6,12.4,61,0.4,1131,5,0,0,0,4
110,4,6,84,1.7,951,3.4,0,0,0,4
110,4,7.6,52,0.4,1935,-1.6,0,0,0,4
110,4,19.2,97,1,217,18.7,0,0.5,0,6
111,2,-3.5,78,1,444,-6.7,0,0,0,1
111,12,-14.4,30,2.7,1906,-28.2,1.17,0,0.5,1
111,10,-5.9,35,1.9,1940,-18.9,0.53,0,0,1
111,3,15.6,81,1.2,628,12.3,0,0,0,4
112,23,-0.6,62,4.2,936,-6.9,0,0,1,1
112,0,-6.9,36,2.1,2000,-19.5,0,0,0,2
112,2,-1.2,35,2.2,2000,-14.7,0,0,0,2
112,8,-3,38,1,2000,-15.4,0,0,0,2
112,9,-3.5,30,1.5,1980,-18.6,0,0,0,2
112,4,9.7,29,1.8,2000,-7.5,0,0,0,4
113,22,-14.6,35,2.5,2000,-26.7,0,0,0.5,1
113,20,-7,30,2.8,2000,-21.6,0,0,0,1
113,6,4.2,50,0.6,633,-5.3,0,0,0,3
113,1,14.8,96,1.7,209,14.1,0,0,0,4
113,4,12.4,0,0.8,2000,-3.4,0,0,0,5
113,17,24,95,5,362,23.1,0.07,2,0,6
114,22,-7.8,43,2.3,1804,-18.2,0,0,0,1
114,21,0.1,67,2.5,1451,-5.3,0,0,0,2
114,4,10,64,1.5,2000,3.4,0,0,0,5
115,6,2.7,71,1.1,270,-2,0,0,0,1
115,8,-3.6,53,0.5,1227,-11.8,0,0,0,1
115,13,-13.3,28,2.7,1889,-27.9,1.26,0,0.5,1
115,6,-7,62,1.3,1830,-13,0,0,0,2
115,11,-9.7,37,2.8,1436,-21.6,1.57,0,0,2
115,23,-10.5,47,2.8,1794,-19.6,0,0,0,2
115,2,-0.8,76,0.8,421,-4.5,0,0,0,2
115,3,4.4,80,1.6,393,1.2,0,0,0,3
115,4,9.9,67,1.1,820,4,0,0,0,3
116,14,-12.1,27,2.5,1879,-27.3,1.25,0,0.4,1
116,8,-9.5,56,3.5,1979,-16.6,0.01,0,0.3,2
116,0,-12.3,47,0.4,1848,-21.3,0,0,0,2
116,22,-0.6,70,3.4,1204,-5.4,0,0,0,2
116,2,-2.9,57,0,1985,-10.2,0,0,0,2
116,3,5.3,55,1.7,488,-3,0,0,0,2
116,1,19,97,1.5,278,18.5,0,1,0,5
117,22,-13.9,45,4,2000,-23.2,0,0,0.9,1
117,20,-7.6,36,1.7,1858,-20.1,0,0,0,1
117,6,-4,41,0.8,1242,-15.3,0,0,0,2
117,23,-2.9,31,3.8,2000,-17.7,0,0,0,2
117,14,1.9,89,1.5,102,0.2,0.41,0,0,3
117,5,10.4,62,1.8,911,3.4,0,0,0,3
117,4,6.4,66,0.5,2000,0.4,0,0,0,4
118,2,-5.3,52,1.6,1481,-13.6,0,0,0,1
118,9,-3.4,77,1.6,432,-6.8,0.12,0,0,1
118,3,-0.9,65,0.2,1359,-6.6,0,0,0,1
118,23,-6.7,35,2.1,2000,-19.6,0,0,0,2
118,1,8.3,91,0.1,282,6.9,0,0,0,3
118,0,22,97,1.6,152,21.4,0,0.5,0,5
119,3,-4,44,1,2000,-14.4,0,0,0,1
119,23,-13.2,51,1.5,1972,-21.2,0,0,0,1
119,10,-13,37,2.2,1960,-24.6,0.59,0,0,1
119,21,-5.6,69,2.2,1984,-10.3,0,0,0,2
119,7,2.9,84,1.9,241,0.4,0,0,0,3
120,6,-7.6,47,2.3,2000,-16.9,0,0,0,1
120,1,-6,76,3.1,1178,-9.5,0,0,1,1
120,20,1.7,85,1.3,396,-0.5,0,0,0,3
121,9,-4.3,39,0.7,1973,-16.2,0.15,0,0,1
121,12,-12.2,26,4,2000,-27.8,1.17,0,0.9,1
121,22,-15.2,45,4,2000,-24.4,0,0,0.7,1
121,20,-13.7,35,1.7,1878,-25.9,0,0,0.3,1
121,4,11.9,94,1.3,210,10.9,0,0,0,5
122,8,-5.3,53,1.1,1411,-13.4,0,0,0,1
122,1,3,62,0.9,835,-3.5,0,0,0,1
122,11,-13.8,25,3.5,1996,-29.6,0.91,0,0.6,1
122,19,-7.1,33,2,1887,-20.6,0,0,0,1
122,0,-5.2,56,1.4,1996,-12.6,0,0,1.6,2
122,1,-1.2,63,0.9,1846,-7.3,0,0,0,2
122,2,0.3,71,0.9,1999,-4.3,0,0,0,3
122,4,5.1,54,1.2,550,-3.4,0,0,0,3
122,3,1.5,82,3.5,372,-1.2,0,0.1,0,4
122,14,8.9,94,1.3,1129,7.9,0.29,0.5,0,4
122,5,13,70,0.5,385,7.6,0,0,0,4
123,2,-7.3,57,2,1978,-14.3,0,0,0,1
123,6,-5.1,54,1.3,1346,-12.9,0,0,0,1
123,2,-3.4,82,4.2,184,-6,0,0,0,2
123,10,-9.6,32,3.7,2000,-23.2,1.14,0,0,2
123,1,-1.1,38,2.8,1999,-13.6,0,0,0,2
123,22,-2.7,42,2.2,2000,-13.8,0,0,0,2
123,5,14.1,69,1.3,1923,8.4,0,0,0,3
123,2,1.8,81,2.9,325,-1.1,0,0,0,4
123,5,7.1,53,0.8,1392,-1.8,0,0,0,4
123,20,11.1,91,4,716,9.6,0,0.5,0,5
123,4,22.3,96,0,278,21.6,0,0.1,0,6
124,11,-13.1,25,3.8,1964,-29,0.96,0,0.9,1
124,16,-11.2,30,4.7,2000,-25.3,0.77,0,0.7,1
124,7,-3.5,83,1.6,953,-5.9,0,0,3.5,1
124,19,-7.7,31,3.3,2000,-21.9,0,0,0,2
124,21,-5.6,28,4.1,2000,-21.2,0,0,0,2
124,2,-1.5,46,1.1,1744,-11.6,0,0,0,2
124,4,16.9,74,1.2,1199,12.2,0,0,0,4
124,16,12,61,3.6,1374,4.6,0.57,0,0,4
124,4,22.3,86,0.5,387,19.8,0,0,0,5
125,19,-0.1,39,1.3,1911,-12.4,0,0,0,1
125,14,-11.1,26,3.8,1980,-26.8,1.25,0,0.8,1
125,20,-14.3,37,1.3,2000,-25.8,0,0,0.7,1
125,11,-9.6,33,1.1,1748,-22.9,0.9,0,0.3,1
125,0,-7.5,36,2.3,1972,-20,0,0,0,1
125,5,15.3,82,1.4,508,12.2,0,0,0,4
125,4,8.3,53,1.1,1007,-0.7,0,0,0,4
126,6,-5.6,52,3.7,1785,-13.9,0,0,0.9,1
126,0,-10.6,47,3.5,1803,-19.7,0,0,0,2
126,1,-8.5,60,1.2,1908,-14.8,0,0,0,2
126,9,-8.6,28,1.5,1786,-23.8,0.49,0,0,2
126,0,-0.7,37,3.5,1716,-13.6,0,0,0,2
126,19,0.6,59,2.3,1939,-6.5,0,0,0,2
126,2,7.1,64,0.9,1756,0.7,0,0,0,4
127,19,0.9,88,1.6,290,-0.8,0,0,0.5,1
127,20,-5.7,67,2.6,2000,-10.8,0,0,0,2
127,10,-1.6,26,1.9,1980,-18.6,1.29,0,0,2
127,3,8.1,71,0.9,378,3.1,0,0,0,3
128,2,-4.4,53,0.3,1594,-12.5,0,0,0,1
128,10,-11.3,35,4.2,1848,-23.7,1.15,0,0,2
128,22,-6.2,32,3.5,2000,-20.2,0,0,0,2
128,3,1.9,81,1.1,525,-1,0,0,0,3
129,1,-10.4,37,0.3,2000,-22.3,0,0,0,1
129,2,1.2,64,0.9,1680,-4.8,0,0,0,2
129,9,6.8,89,2.9,2000,5.1,0.07,0,0,4
129,0,19.3,97,1.8,523,18.8,0,1,0,5
130,1,-5,42,1.2,1993,-15.9,0,0,0,1
130,13,-11.4,27,3.9,2000,-26.7,1.26,0,0.6,1
130,15,-9.7,28,3.7,2000,-24.8,1,0,0.5,1
130,21,-14.1,36,1.8,1869,-25.9,0,0,0.3,1
130,10,-6.9,21,3.4,1827,-25.6,1.16,0,0,2
131,23,-4.4,81,0.7,420,-7.1,0,0,0,1
131,19,12.6,93,3.9,831,11.4,0,0,0,5
131,17,22.7,96,0.4,249,22,0.11,2.5,0,5
132,10,-12.1,34,3.5,1968,-24.8,0.62,0,1,1
132,21,-14.7,40,3.2,1933,-25.3,0,0,0.7,1
132,23,-4.7,53,1.3,2000,-12.8,0,0,1.6,1
132,20,-4.4,19,5.8,2000,-24.6,0,0,0,2
132,5,5.3,73,0.8,1474,0.8,0,0,0,4
132,4,14.6,57,1.2,495,6.1,0,0,0,4
133,11,-4.8,70,1,1244,-9.4,0.21,0,0.6,1
133,21,-2.3,38,2.3,2000,-14.7,0,0,0,2
133,3,3.5,82,2.9,217,0.7,0,0,0,2
133,21,17.5,70,7.3,1634,11.9,0,0.5,0,4
133,5,22.1,97,0.5,152,21.5,0,1.5,0,6
134,10,-2.1,72,1.7,489,-6.4,0.34,0,0,1
134,19,-6,31,3.6,2000,-20.4,0,0,0,1
134,21,-1.1,32,2.4,2000,-15.7,0,0,0,2
134,2,2.6,50,1.3,1962,-6.8,0,0,0,3
134,4,11.4,60,0.8,932,3.8,0,0,0,4
134,4,17.2,0,0.4,1619,8.8,0,0,0,5
135,10,-9.5,28,3.7,1893,-24.6,0.59,0,0,1
135,19,-7.6,32,4.8,2000,-21.4,0,0,0,2
135,0,-0.9,60,0.7,1844,-7.7,0,0,0,2
135,6,-6.4,50,1.5,1593,-15.1,0,0,0,3
135,6,22.1,94,0.9,269,21,0,2,0,5
136,0,-8.2,50,1.1,1850,-16.8,0,0,0,2
136,5,14.8,38,0.6,2000,0.5,0,0,0,4
137,6,-6.7,48,2.4,1991,-15.9,0,0,0,1
137,2,3.3,73,1.2,288,-1,0,0,0,1
137,21,-14.1,35,2.2,2000,-26.2,0,0,0.5,1
137,9,-3.3,77,1.2,916,-6.7,0.1,0,3.4,1
137,12,2.2,19,1.4,1946,-19.1,2.01,0,0,2
137,9,-4.1,30,0.5,2000,-19.1,0.28,0,0,2
137,7,4.7,82,1.3,198,1.8,0.02,0,0,3
137,16,6.1,65,1.5,1465,0,0.21,0,0,4
138,0,-4.9,56,1.1,1982,-12.3,0,0,0,2
138,5,9.7,63,1.1,1304,2.9,0,0,0,4
138,4,9.5,66,1.1,1737,3.4,0,0,0,5
138,5,18.4,70,1.4,2000,12.8,0,0,0,6
139,10,-1.6,32,0.8,1766,-16.1,0.53,0,0,1
139,6,-3.2,67,0.4,1409,-8.4,0,0,0,1
139,23,-10.2,53,3.3,1997,-17.9,0,0,0,1
139,23,-4.2,79,2.9,554,-7.3,0,0,1,1
139,6,-1.4,46,0.3,1651,-11.5,0,0,0,2
139,3,1.3,80,0.6,705,-1.7,0,0,0,3
139,3,5.5,83,0.9,186,2.8,0,0,0,3
139,10,14.7,29,1.7,1070,-3.1,2.07,0,0,4
139,6,13.5,98,0.4,251,13.1,0.01,0,0,5
140,11,-11.2,31,2.4,1944,-25,0.94,0,0,1
140,6,1.2,69,0.6,436,-3.8,0,0,0,1
140,2,3.1,65,0.8,310,-2.8,0,0,0,1
140,2,-0.3,44,1.7,1295,-11.1,0,0,0,1
140,13,-12,25,6,1887,-28,1.27,0,0.9,1
140,15,-11.4,27,3.3,1805,-26.7,0,0,0.4,1
140,23,-4.4,58,2.4,2000,-11.4,0,0,0,2
140,1,2.8,87,0.8,462,0.8,0,0,0,4
140,4,10.7,70,0.7,1404,5.4,0,0,0,4
140,4,10.2,65,1.5,970,3.9,0,0,0,4
141,2,0.5,72,0.7,385,-3.9,0,0,0,1
141,20,-13.5,33,2.4,2000,-26.3,0,0,0.5,1
141,3,2,50,2,2000,-7.3,0,0,0,4
141,3,14.2,98,1.5,135,13.8,0,0.2,0,5
141,10,20.1,98,1.2,885,19.7,0.13,2,0,5
142,12,-12.8,25,3.2,1981,-28.7,1.16,0,0.6,1
142,7,-17.5,38,3.4,2000,-28.4,0,0,0.5,1
142,3,14,67,2.3,1733,7.9,0,0,0,3
142,6,9.4,75,0.9,1117,5.1,0,0,0,3
143,9,-3.8,49,1.6,1371,-12.9,0.18,0,0,1
143,23,-4.5,55,0.4,1908,-12.1,0,0,0,2
143,5,7.4,56,0.6,1746,-0.8,0,0,0,4
143,15,17,90,3.7,216,15.3,0.26,0,0,5
143,4,24.7,49,1,1293,13.2,0,0,0,6
144,20,1,89,1.9,407,-0.6,0,0,1,1
144,23,-6.7,36,1.3,1821,-19.3,0,0,0,1
144,23,2.7,60,0.6,794,-4.3,0,0,0,1
144,11,-1.5,46,2.5,1906,-11.6,0.56,0,3,1
144,10,-8.5,43,4,1797,-18.8,1.09,0,0.2,2
144,5,7.1,57,0.8,1746,-0.8,0,0,0,4
144,1,22,97,2.1,192,21.4,0,0.5,0,5
144,4,17.5,84,0.8,2000,14.7,0,0,0,6
145,2,-6.4,40,0.9,2000,-17.8,0,0,0,1
145,21,-13.2,49,4.1,2000,-21.6,0,0,0.9,1
145,12,-7.7,32,2.5,1763,-21.5,1.13,0,0.3,1
145,11,-4.6,27,2.6,1887,-20.8,0.85,0,0,1
145,3,2,71,1.2,534,-2.7,0,0,0,2
145,22,-1.9,30,0.8,2000,-17.2,0,0,0,2
145,20,-2.1,38,2,2000,-14.5,0,0,0,2
145,2,1.5,44,1.2,1079,-9.4,0,0,0,2
145,0,15.5,97,1.5,181,15,0,0.5,0,5
145,2,23.9,69,0.3,531,17.8,0,0.2,0,5
146,21,0.7,77,6.7,692,-2.8,0,0.9,1,1
146,11,-10.2,41,3.5,1629,-20.9,0.84,0,0,1
146,1,-5.5,60,1.3,1994,-12,0,0,0,2
146,20,9.2,66,1.1,513,3.1,0,0,0,3
147,16,-10.8,28,2.7,1778,-25.8,0.77,0,0.4,1
147,14,-7,26,4.4,1986,-23.3,2.24,0,0,2
147,19,-5.2,66,3.1,2000,-10.5,0,0,0,2
147,1,2.1,97,0.2,859,1.6,0,0,0,3
147,22,7.2,60,1.4,1928,0,0,0,0,3
147,2,1.4,40,2.9,2000,-10.7,0,0,0,3
147,4,12.1,69,0.3,827,6.5,0,0,0,4
148,0,-1.8,54,1.1,1772,-9.8,0,0,0,1
148,20,-0.4,27,2.2,2000,-17.1,0,0,0,2
148,0,-1.1,39,1.7,1832,-13.3,0,0,0,2
148,8,1.5,80,3.2,1246,-1.5,0.04,0,0,3
148,5,6,63,0.5,1984,-0.5,0,0,0,4
149,23,1.1,39,0.6,1422,-11.3,0,0,0,1
149,0,0.9,42,1.1,1271,-10.5,0,0,0,1
149,22,0.1,68,4.6,740,-5.1,0,0,1,1
149,0,-4.4,81,0.7,414,-7.1,0,0,0,1
149,15,-10.8,29,3.8,2000,-25.4,1.06,0,0.7,1
149,9,-17.5,37,3.8,1941,-28.7,0.21,0,0.5,1
149,1,-5.4,54,1.7,1996,-13.2,0,0,1.6,2
149,3,0.8,38,0.8,1594,-11.9,0,0,0,3
149,3,8.1,48,0.8,1455,-2.2,0,0,0,4
150,1,-6.9,56,2.3,1994,-14.2,0,0,0,1
150,10,-6.9,53,3.2,1576,-14.8,0.52,0,0.6,1
150,1,-3.7,79,0.9,438,-6.8,0,0,0,1
150,18,-4.6,56,3.6,2000,-12,0.09,0,0,2
150,20,0.2,61,1.9,1956,-6.4,0,0,0,2
150,3,10.9,79,0.8,383,7.3,0,0,0,3
150,3,8.9,64,2.2,2000,2.4,0,0,0,4
150,3,18.6,78,0.8,1997,14.6,0,0,0,6
151,6,-1.8,49,1.4,1359,-11.1,0,0,0,1
151,19,-3.1,14,5.1,2000,-26.9,0,0,0,2
151,6,-3,62,0.8,1996,-9.2,0,0,0,2
151,13,21.8,97,2.4,682,21.2,0.06,35,0,5
152,10,-11.1,46,3.7,1638,-20.4,0.48,0,0,1
152,0,-6.6,39,1.6,1930,-18.2,0,0,0,1
152,9,-3.2,46,0.8,1091,-13.2,0.15,0,0,1
152,16,-9.6,31,2.6,1973,-23.6,0.66,0,0.5,1
152,13,-8.3,34,4,1561,-21.4,2.22,0,0,2
152,7,5.5,58,1,937,-2.1,0,0,0,3
152,5,10.9,81,1.7,348,7.7,0,0,0,4
152,8,19.7,98,0.5,1958,19.3,0.12,13.5,0,5
152,5,14.6,87,2.2,2000,12.4,0,0,0,5
152,3,19.4,97,2.9,282,18.9,0,0,0,6
153,23,-0.7,37,0.9,1814,-13.6,0,0,0,2
153,5,7.9,59,1.4,1005,0.3,0,0,0,4
154,23,-1.6,51,0.7,1882,-10.4,0,0,0,1
154,18,-7,26,4.1,2000,-23.3,0.16,0,0,2
154,5,6.7,50,1.6,1774,-3,0,0,0,4
154,4,11.9,85,0.7,315,9.4,0,0,0,5
154,5,20.3,84,3.2,518,17.5,0,0,0,6
154,3,18.8,93,1,419,17.6,0,5.4,0,6
155,10,-9.6,39,0.7,1580,-21,1.06,0,0,2
155,11,-5,25,3.2,1853,-22,1.75,0,0,2
155,11,-2.8,19,2.6,1957,-23.2,1.91,0,0,2
155,2,2.8,74,1.2,415,-1.3,0,0,0,3
155,2,15.7,81,1.4,694,12.4,0,0,0,4
155,6,14.6,42,0.5,2000,1.8,0,0,0,4
155,4,15.4,63,1.6,2000,8.3,0,0,0,5
156,21,-4.1,79,0.7,522,-7.2,0,0,0,1
156,14,-0.7,33,2.7,1984,-15,0.56,0,2.5,1
156,11,-8.5,27,4.7,1894,-24.2,1.73,0,0,2
156,10,-1.8,23,0.6,2000,-20.2,0.8,0,0,2
156,0,-4.3,53,2.6,1334,-12.4,0,0,0,3
156,3,17,74,1.7,1294,12.3,0,0,0,4
156,5,9.1,34,0.9,2000,-5.9,0,0,0,4
156,3,7,86,1.2,2000,4.8,0,0,0,5
156,18,24.1,95,4.4,261,23.2,0.03,1,0,6
157,18,-4.9,35,3.7,2000,-18,0.04,0,0,1
157,12,-7.8,28,4.1,2000,-23.1,2.12,0,0,2
157,9,8.8,97,1.3,196,8.3,0.2,0.2,0,3
157,3,1.8,59,0.7,2000,-5.3,0,0,0,3
157,1,10.1,83,1.6,2000,7.3,0,0,0,4
157,3,14.3,61,1,475,6.8,0,0,0,4
158,7,-8,70,1.8,2000,-12.5,0,0,0.7,1
158,20,-3.9,78,1.1,596,-7.1,0,0,0,1
158,0,-5,60,1.8,1995,-11.5,0,0,0,2
